,ccn,ccn_lat,ccn_lng,county,county_border_lat,county_border_lng,distance,driving_dist
0,310108,40.5566864,-74.3505157,36119,40.99720456915639,-73.89397161452366,38.679900696908,51.0 mi
1,310108,40.5566864,-74.3505157,36119,41.02318986963047,-73.89005727798938,40.22661061721961,58.1 mi
2,310108,40.5566864,-74.3505157,36119,41.049247563091825,-73.89140569602341,41.63890346807729,51.0 mi
3,310108,40.5566864,-74.3505157,36119,41.07519815532912,-73.89471858901301,43.01714628433281,58.3 mi
4,310108,40.5566864,-74.3505157,36119,41.10128395787536,-73.89242283340892,44.59031382894359,52.5 mi
5,310108,40.5566864,-74.3505157,36119,41.12724554237408,-73.88783395204489,46.23569230390364,61.0 mi
6,310108,40.5566864,-74.3505157,36119,41.152449336107274,-73.89407374879647,47.56168456870303,54.3 mi
7,310108,40.5566864,-74.3505157,36119,41.173388595487424,-73.91403218003549,48.316004022747535,54.3 mi
8,310108,40.5566864,-74.3505157,36119,41.197700296646964,-73.9270413341698,49.49362287396443,54.7 mi
9,310108,40.5566864,-74.3505157,36119,41.220099163614506,-73.94515532465138,50.47690169900128,61.9 mi
10,310108,40.5566864,-74.3505157,36119,41.241601299159996,-73.96122520282276,51.49066230502353,62.3 mi
11,310108,40.5566864,-74.3505157,36119,41.26397640204225,-73.96911390865044,52.75610524008399,62.2 mi
12,310108,40.5566864,-74.3505157,36119,41.28454190995602,-73.94745620856094,54.499370315437716,71.8 mi
13,310108,40.5566864,-74.3505157,36119,41.30236319174844,-73.96760366548558,55.24698546463203,72.9 mi
14,310108,40.5566864,-74.3505157,36119,41.322174783028935,-73.9790687612768,56.31522981869773,66.7 mi
15,310108,40.5566864,-74.3505157,36119,41.32591266943373,-73.9440088602656,57.21017903426439,69.4 mi
16,310108,40.5566864,-74.3505157,36119,41.329392644712335,-73.90901834437824,58.132213477072064,73.0 mi
17,310108,40.5566864,-74.3505157,36119,41.332962907330604,-73.87424965671664,59.097958886154174,74.8 mi
18,310108,40.5566864,-74.3505157,36119,41.33652117068842,-73.83916625266886,60.11042045617831,80.4 mi
19,310108,40.5566864,-74.3505157,36119,41.33998214656172,-73.8041043206249,61.1553525777456,79.5 mi
20,310108,40.5566864,-74.3505157,36119,41.34365879378678,-73.76911111529796,62.248578038852656,82.0 mi
21,310108,40.5566864,-74.3505157,36119,41.347345927780474,-73.73417537374795,63.375560106657666,82.2 mi
22,310108,40.5566864,-74.3505157,36119,41.350958821088035,-73.6991217416912,64.53412768744509,84.7 mi
23,310108,40.5566864,-74.3505157,36119,41.35473804650954,-73.66406545735494,65.73368264211236,84.7 mi
24,310108,40.5566864,-74.3505157,36119,41.358115823178395,-73.62897164557248,66.94083012318374,84.0 mi
25,310108,40.5566864,-74.3505157,36119,41.361322209651604,-73.5937886244518,68.16952632811615,86.2 mi
26,310108,40.5566864,-74.3505157,36119,41.36502130476053,-73.55874150642984,69.44864574150841,91.1 mi
27,310108,40.5566864,-74.3505157,36119,41.35065179986585,-73.54636571167528,69.04623715596367,89.0 mi
28,310108,40.5566864,-74.3505157,36119,41.324550310038106,-73.54913455627805,67.5387319640743,88.5 mi
29,310108,40.5566864,-74.3505157,36119,41.29839752181946,-73.55040611555002,66.09287515006424,85.4 mi
30,310108,40.5566864,-74.3505157,36119,41.275725245295924,-73.53443351130869,65.43076727478508,85.8 mi
31,310108,40.5566864,-74.3505157,36119,41.253517545286726,-73.51584017060011,64.92630782717397,86.8 mi
