ccn,ccn_lat,ccn_lng,county,county_border_lat,county_border_lng,distance
150002,41.599198,-87.357635,17093,41.71954822183391,-88.60185099402905,64.7438884805244
150002,41.599198,-87.357635,17093,41.71982602307737,-88.57666914280412,63.4577544055664
150002,41.599198,-87.357635,17093,41.72010316976481,-88.55148032593819,62.17182973102361
150002,41.599198,-87.357635,17093,41.720657938937634,-88.52624998681915,60.88690045475825
150002,41.599198,-87.357635,17093,41.721351811794634,-88.50105111402448,59.60566122554083
150002,41.599198,-87.357635,17093,41.72135168917683,-88.47626544588573,58.339786543066985
150002,41.599198,-87.357635,17093,41.72168738000512,-88.45097253587616,57.051899212046024
150002,41.599198,-87.357635,17093,41.722044884324575,-88.42607583917719,55.78526757290416
150002,41.599198,-87.357635,17093,41.722322662426464,-88.40080346843945,54.49953369703901
150002,41.599198,-87.357635,17093,41.72259981396461,-88.37553516259952,53.2149133557855
150002,41.599198,-87.357635,17093,41.72287720336054,-88.3510096210781,51.969082940487304
150002,41.599198,-87.357635,17093,41.723310336848115,-88.32592159705011,50.69739782450507
150002,41.599198,-87.357635,17093,41.723835521937374,-88.30066784906774,49.41959008380204
150002,41.599198,-87.357635,17093,41.72412510588373,-88.27539033469172,48.13914900607873
150002,41.599198,-87.357635,17093,41.71657502686901,-88.26137209706704,47.338248109298654
150002,41.599198,-87.357635,17093,41.69802732222981,-88.26067743708334,47.106902940639394
150002,41.599198,-87.357635,17093,41.67942601817363,-88.26031100234485,46.92583091941138
150002,41.599198,-87.357635,17093,41.660823411855404,-88.25994495433716,46.77936864101682
150002,41.599198,-87.357635,17093,41.64225435421144,-88.25921273515357,46.6491011235828
150002,41.599198,-87.357635,17093,41.623677066985,-88.25855911228282,46.557866808906155
150002,41.599198,-87.357635,17093,41.605083677422314,-88.25774690644536,46.49368521537131
150002,41.599198,-87.357635,17093,41.58648858481299,-88.25701572594708,46.469127359558264
150002,41.599198,-87.357635,17093,41.56793207827418,-88.25609954863424,46.47038603462441
150002,41.599198,-87.357635,17093,41.54953262791702,-88.25536650266281,46.51558343050917
150002,41.599198,-87.357635,17093,41.53096931140456,-88.25463314857987,46.59660870897707
150002,41.599198,-87.357635,17093,41.51242402585713,-88.25401942920723,46.718677175504325
150002,41.599198,-87.357635,17093,41.493834366828445,-88.25333703498137,46.87243323863378
150002,41.599198,-87.357635,17093,41.47524534281197,-88.25262036678966,47.05898948596056
150002,41.599198,-87.357635,17093,41.4626683619773,-88.26073077158593,47.64017441954693
150002,41.599198,-87.357635,17093,41.461962825385726,-88.28586592951783,48.92448796060904
150002,41.599198,-87.357635,17093,41.461409190193315,-88.3108575259757,50.20033063224519
150002,41.599198,-87.357635,17093,41.460865497043756,-88.33605785386038,51.48751566478423
150002,41.599198,-87.357635,17093,41.46056679656624,-88.36121635241656,52.77023000852705
150002,41.599198,-87.357635,17093,41.46017193679125,-88.3863719813893,54.05490457131857
150002,41.599198,-87.357635,17093,41.459617368578336,-88.4115488294051,55.34342556428799
150002,41.599198,-87.357635,17093,41.45906249185476,-88.43672477900702,56.63256097956296
150002,41.599198,-87.357635,17093,41.45841366535045,-88.4618957656964,57.92318641202317
150002,41.599198,-87.357635,17093,41.457813924633,-88.48702746531389,59.211763960717036
150002,41.599198,-87.357635,17093,41.45767514442901,-88.51221895940988,60.498549400835884
150002,41.599198,-87.357635,17093,41.45767535259279,-88.53743117145211,61.78547816997302
150002,41.599198,-87.357635,17093,41.45741650344152,-88.56263265049934,63.075445259905884
150002,41.599198,-87.357635,17093,41.45706011339862,-88.5878374605665,64.36720207927745
150002,41.599198,-87.357635,17093,41.46956240337203,-88.59630889271538,64.66883303064495
150002,41.599198,-87.357635,17093,41.48815118898597,-88.59696856992903,64.52831410975362
150002,41.599198,-87.357635,17093,41.50673812241603,-88.59763984955222,64.41369523086216
150002,41.599198,-87.357635,17093,41.52531610295382,-88.59837070795948,64.32762174268903
150002,41.599198,-87.357635,17093,41.54387028011322,-88.59944770580607,64.28502413118076
150002,41.599198,-87.357635,17093,41.56241370504594,-88.59983674651403,64.2324923585482
150002,41.599198,-87.357635,17093,41.58077582923326,-88.60038541970768,64.21404976071454
150002,41.599198,-87.357635,17093,41.59908915580335,-88.60098685697682,64.22340030668919
150002,41.599198,-87.357635,17093,41.61767259963352,-88.60185000646369,64.27139841038868
150002,41.599198,-87.357635,17093,41.63627329054213,-88.60233981575512,64.32575173305155
150002,41.599198,-87.357635,17093,41.65485148552184,-88.60240028310821,64.38347898962662
150002,41.599198,-87.357635,17093,41.673453143426585,-88.60276115805992,64.48227617431057
150002,41.599198,-87.357635,17093,41.692055942115914,-88.60301329539003,64.60089580125297
150002,41.599198,-87.357635,17093,41.71066126036494,-88.60344366080294,64.753950284949
150002,41.599198,-87.357635,17031,41.68556573169327,-88.02920000178553,35.17518105251343
150002,41.599198,-87.357635,17031,41.685565833699506,-88.00698476058588,34.04562494704444
150002,41.599198,-87.357635,17031,41.68612071071456,-87.9847526824939,32.92323050330388
150002,41.599198,-87.357635,17031,41.688208429364956,-87.96432561444739,31.914042388816803
150002,41.599198,-87.357635,17031,41.696769116347454,-87.94595913469352,31.105065818002682
150002,41.599198,-87.357635,17031,41.708715810020536,-87.93380665386138,30.683292588699935
150002,41.599198,-87.357635,17031,41.716464607272336,-87.918179135592,30.040510864979982
150002,41.599198,-87.357635,17031,41.72951943407923,-87.91489042916591,30.13130441899888
150002,41.599198,-87.357635,17031,41.7458672530826,-87.91547418031553,30.512667620924482
150002,41.599198,-87.357635,17031,41.76222890647437,-87.91602345625711,30.929277924487693
150002,41.599198,-87.357635,17031,41.77856428177409,-87.91657449726802,31.38046277856264
150002,41.599198,-87.357635,17031,41.79486248116992,-87.91730562351118,31.87257270685759
150002,41.599198,-87.357635,17031,41.81119670395226,-87.91785585310997,32.38916623133581
150002,41.599198,-87.357635,17031,41.82756995893718,-87.91858847625905,32.94587186961378
150002,41.599198,-87.357635,17031,41.84357401647476,-87.9195035540156,33.52686711935504
150002,41.599198,-87.357635,17031,41.8598698917071,-87.91987095730752,34.12041383227936
150002,41.599198,-87.357635,17031,41.87619432759236,-87.92042043008281,34.749216593666446
150002,41.599198,-87.357635,17031,41.89259722267894,-87.92060331705399,35.390381470824934
150002,41.599198,-87.357635,17031,41.90889098250761,-87.92041898618552,36.036071142894095
150002,41.599198,-87.357635,17031,41.925173561475475,-87.92023590906307,36.70450439194719
150002,41.599198,-87.357635,17031,41.94159101039984,-87.920235133306,37.40797049773957
150002,41.599198,-87.357635,17031,41.957528866848705,-87.92005405492003,38.10368662597368
150002,41.599198,-87.357635,17031,41.9739258061297,-87.92042023190832,38.860231421599806
150002,41.599198,-87.357635,17031,41.99034176306292,-87.92058308109907,39.62793750152877
150002,41.599198,-87.357635,17031,41.993489160241225,-87.9378761497963,40.42956757449919
150002,41.599198,-87.357635,17031,41.99315410420186,-87.96024403951856,41.272928905211
150002,41.599198,-87.357635,17031,41.99279533083529,-87.98254425370315,42.12720785607173
150002,41.599198,-87.357635,17031,41.99265631515934,-88.00487240385861,43.00587189376719
150002,41.599198,-87.357635,17031,41.992518095378564,-88.02724748664315,43.89900428679187
150002,41.599198,-87.357635,17031,41.991717532812785,-88.04942518619056,44.76831193820444
150002,41.599198,-87.357635,17031,41.99099203598888,-88.07179943707777,45.66093553204277
150002,41.599198,-87.357635,17031,41.99018270065036,-88.09385263396423,46.54822695498579
150002,41.599198,-87.357635,17031,41.989327380821,-88.1161938214151,47.45661171682077
150002,41.599198,-87.357635,17031,41.98851092737319,-88.13841551116126,48.37176520749863
150002,41.599198,-87.357635,17031,41.98794073049502,-88.1607099001046,49.30891723482811
150002,41.599198,-87.357635,17031,41.987663045808404,-88.18269006689778,50.251888122690595
150002,41.599198,-87.357635,17031,41.98710867282145,-88.20489085550675,51.2022869828624
150002,41.599198,-87.357635,17031,41.98674246985176,-88.22716490292039,52.1703225836197
150002,41.599198,-87.357635,17031,41.98641999284887,-88.24954434276978,53.15170234415732
150002,41.599198,-87.357635,17031,41.99290885825039,-88.26305748019787,53.97657778393864
150002,41.599198,-87.357635,17031,42.009273600309996,-88.2632719761869,54.55916210780142
150002,41.599198,-87.357635,17031,42.025622293197465,-88.2632410464505,55.14748780043759
150002,41.599198,-87.357635,17031,42.04202711839046,-88.26342434022679,55.76381034057855
150002,41.599198,-87.357635,17031,42.0584468695436,-88.26342366745843,56.38891092696478
150002,41.599198,-87.357635,17031,42.06700169202073,-88.25222267723878,56.248052082820585
150002,41.599198,-87.357635,17031,42.07279410806391,-88.23797012613954,55.88085387603501
150002,41.599198,-87.357635,17031,42.0892095389999,-88.23833538396441,56.562481814816636
150002,41.599198,-87.357635,17031,42.10562525361369,-88.23842778019836,57.2473469200713
150002,41.599198,-87.357635,17031,42.12190656933803,-88.23833523201266,57.9331162833735
150002,41.599198,-87.357635,17031,42.1383215943429,-88.23833571639679,58.641963130390835
150002,41.599198,-87.357635,17031,42.15424674502383,-88.23765556708628,59.31555492765369
150002,41.599198,-87.357635,17031,42.15424654129728,-88.2151960700423,58.438947772939144
150002,41.599198,-87.357635,17031,42.154246783552594,-88.19273608721801,57.572170057638594
150002,41.599198,-87.357635,17031,42.15424670148749,-88.17027729255226,56.715701714715294
150002,41.599198,-87.357635,17031,42.15424668151196,-88.14781646401349,55.869910811395584
150002,41.599198,-87.357635,17031,42.15424662575962,-88.12535678874646,55.035409185713775
150002,41.599198,-87.357635,17031,42.154107979358045,-88.10335572189786,54.222614623833145
150002,41.599198,-87.357635,17031,42.15396930987506,-88.0809777788345,53.40791487283028
150002,41.599198,-87.357635,17031,42.15383071889098,-88.05856452212282,52.604535673634
150002,41.599198,-87.357635,17031,42.15370164252672,-88.03618477380877,51.8159889305648
150002,41.599198,-87.357635,17031,42.153691818591476,-88.01372896338331,51.04478800789405
150002,41.599198,-87.357635,17031,42.153691860608525,-87.99126998385599,50.28869689744595
150002,41.599198,-87.357635,17031,42.15355325765818,-87.96883456140156,49.541385273805474
150002,41.599198,-87.357635,17031,42.153136932458615,-87.94652637880384,48.79896815409333
150002,41.599198,-87.357635,17031,42.153090961069886,-87.92407953842095,48.08845458348397
150002,41.599198,-87.357635,17031,42.15299834294407,-87.90183158535017,47.39885648732578
150002,41.599198,-87.357635,17031,42.15299818185436,-87.87937219671149,46.726073107284414
150002,41.599198,-87.357635,17031,42.15285985609673,-87.85692540443233,46.06488220761902
150002,41.599198,-87.357635,17031,42.15272072656045,-87.83447675175314,45.42331278648366
150002,41.599198,-87.357635,17031,42.15258231785412,-87.81206419732027,44.80332350674675
150002,41.599198,-87.357635,17031,42.15244329509981,-87.78992786339869,44.21180693516316
150002,41.599198,-87.357635,17031,42.15234672560717,-87.76748100443838,43.636824658251555
150002,41.599198,-87.357635,17031,42.15305716189963,-87.74515378380383,43.13732456233327
150002,41.599198,-87.357635,17031,42.15340760764502,-87.7227081171725,42.63797490494907
150002,41.599198,-87.357635,17031,42.153168360558844,-87.70025131189563,42.12713782596909
150002,41.599198,-87.357635,17031,42.15285765273523,-87.67779641878576,41.63758756313571
150002,41.599198,-87.357635,17031,42.15254306594317,-87.65534172771464,41.17437940046336
150002,41.599198,-87.357635,17031,42.15226026436438,-87.63288611501322,40.74070036363027
150002,41.599198,-87.357635,17031,42.152151140290655,-87.61042667959356,40.34673019701305
150002,41.599198,-87.357635,17031,42.15212533732577,-87.58796785937248,39.987765051716785
150002,41.599198,-87.357635,17031,42.15209565383007,-87.56550905708264,39.658946590305916
150002,41.599198,-87.357635,17031,42.152062089808965,-87.54305027523213,39.36103034985109
150002,41.599198,-87.357635,17031,42.152027527937264,-87.52059116367327,39.09491335646375
150002,41.599198,-87.357635,17031,42.152019374803565,-87.49813312910278,38.8631236991397
150002,41.599198,-87.357635,17031,42.15192821031156,-87.47567370589377,38.6587906116083
150002,41.599198,-87.357635,17031,42.15183326905207,-87.45321591969238,38.48780777104231
150002,41.599198,-87.357635,17031,42.15173434338857,-87.43075661931104,38.35058374608967
150002,41.599198,-87.357635,17031,42.15163192977414,-87.4082989251501,38.247534392743084
150002,41.599198,-87.357635,17031,42.151525347786205,-87.38584133425631,38.17887932987182
150002,41.599198,-87.357635,17031,42.151407863268176,-87.36338309882879,38.14433868709672
150002,41.599198,-87.357635,17031,42.15128005230874,-87.34092415616587,38.144048669123215
150002,41.599198,-87.357635,17031,42.151148754576354,-87.3184668378721,38.17847951721913
150002,41.599198,-87.357635,17031,42.15101318274386,-87.29600806530928,38.2474892126414
150002,41.599198,-87.357635,17031,42.15087412471969,-87.27355092186988,38.350934487815266
150002,41.599198,-87.357635,17031,42.15077905765566,-87.25109259591895,38.49179687890457
150002,41.599198,-87.357635,17031,42.150616282575186,-87.22863605146615,38.66204504418632
150002,41.599198,-87.357635,17031,42.150455967672144,-87.20617880894874,38.866062614653906
150002,41.599198,-87.357635,17031,42.1503198327585,-87.183719691487,39.104798272075854
150002,41.599198,-87.357635,17031,42.15018021282926,-87.16126220285962,39.37573511980821
150002,41.599198,-87.357635,17031,42.150036424611116,-87.13880484256653,39.67818327785719
150002,41.599198,-87.357635,17031,42.14959955823018,-87.11636079932288,39.99225489027612
150002,41.599198,-87.357635,17031,42.13700476999316,-87.11442664618419,39.19818429948436
150002,41.599198,-87.357635,17031,42.12088154894215,-87.11868830726158,38.073563605488836
150002,41.599198,-87.357635,17031,42.104773960927936,-87.12305407694303,36.948814578348454
150002,41.599198,-87.357635,17031,42.08861474320095,-87.12679691847583,35.83192648157189
150002,41.599198,-87.357635,17031,42.07248730948782,-87.13101525437744,34.70986403573696
150002,41.599198,-87.357635,17031,42.05636337313209,-87.13524550808756,33.58864643133531
150002,41.599198,-87.357635,17031,42.04023710084074,-87.13946619016336,32.46835436698386
150002,41.599198,-87.357635,17031,42.02411047113064,-87.14368499030225,31.349084095327648
150002,41.599198,-87.357635,17031,42.00798463501354,-87.14790176275034,30.231027878146918
150002,41.599198,-87.357635,17031,41.992898126608225,-87.15026284320979,29.21588152312772
150002,41.599198,-87.357635,17031,41.97673973785002,-87.15423138929604,28.103630231254794
150002,41.599198,-87.357635,17031,41.960582009118724,-87.1582043828158,26.99316068232515
150002,41.599198,-87.357635,17031,41.94442440103515,-87.16217396225606,25.884826131821516
150002,41.599198,-87.357635,17031,41.92827280063848,-87.16618376123819,24.7783867647289
150002,41.599198,-87.357635,17031,41.91212917403501,-87.170254102349,23.673801441300675
150002,41.599198,-87.357635,17031,41.8959705199886,-87.1741930015822,22.5740474521818
150002,41.599198,-87.357635,17031,41.87980946363473,-87.1781256572215,21.477846351186468
150002,41.599198,-87.357635,17031,41.86366097128255,-87.18214360211026,20.38462213357064
150002,41.599198,-87.357635,17031,41.8475336201167,-87.18627893687734,19.294640684849234
150002,41.599198,-87.357635,17031,41.831384548865074,-87.19028693318106,18.211796975312744
150002,41.599198,-87.357635,17031,41.81523601192293,-87.19429778149635,17.135540549913188
150002,41.599198,-87.357635,17031,41.79908768637607,-87.19830677444591,16.067300172896072
150002,41.599198,-87.357635,17031,41.78293957078253,-87.20231391330258,15.008782433957736
150002,41.599198,-87.357635,17031,41.76678472106475,-87.20625998787686,13.963503956027347
150002,41.599198,-87.357635,17031,41.76087151194462,-87.22217895009847,13.173588232357817
150002,41.599198,-87.357635,17031,41.76065768295252,-87.24451025012901,12.587292757601258
150002,41.599198,-87.357635,17031,41.76060509434606,-87.26684284724195,12.092922751264219
150002,41.599198,-87.357635,17031,41.7605568204704,-87.28917596862112,11.691827903420304
150002,41.599198,-87.357635,17031,41.76046634918555,-87.3115090973372,11.390735258679017
150002,41.599198,-87.357635,17031,41.760372491864594,-87.33384052747614,11.200393748500298
150002,41.599198,-87.357635,17031,41.76027488340285,-87.35617346421844,11.126436059092187
150002,41.599198,-87.357635,17031,41.76019667397009,-87.37850662076741,11.172784212146265
150002,41.599198,-87.357635,17031,41.760244714332266,-87.4008394735585,11.345195816563383
150002,41.599198,-87.357635,17031,41.76028889794595,-87.4231723558352,11.629478050319955
150002,41.599198,-87.357635,17031,41.76033037718445,-87.44550512362117,12.01776547091204
150002,41.599198,-87.357635,17031,41.7603889504752,-87.4678385121772,12.501602829559411
150002,41.599198,-87.357635,17031,41.760442987164055,-87.49017043928986,13.06906323685826
150002,41.599198,-87.357635,17031,41.7599783078704,-87.51211938313125,13.669434625689853
150002,41.599198,-87.357635,17031,41.75191687055414,-87.52374265188114,13.591253075588154
150002,41.599198,-87.357635,17031,41.73550453664195,-87.52393915092769,12.739008887070836
150002,41.599198,-87.357635,17031,41.71909546864197,-87.5241889116794,11.935835728976475
150002,41.599198,-87.357635,17031,41.702868368037,-87.52448912424393,11.200012602189627
150002,41.599198,-87.357635,17031,41.68646298297818,-87.52485511641396,10.528052236481015
150002,41.599198,-87.357635,17031,41.67010358107048,-87.52485547022741,9.925388768780994
150002,41.599198,-87.357635,17031,41.6537014618925,-87.52485474056873,9.418995508581904
150002,41.599198,-87.357635,17031,41.63729386653082,-87.5250393256933,9.036158030799303
150002,41.599198,-87.357635,17031,41.62089341074755,-87.52522141979212,8.783804552588247
150002,41.599198,-87.357635,17031,41.604549253832516,-87.52522157368166,8.664018565225497
150002,41.599198,-87.357635,17031,41.58832660604535,-87.52540411263783,8.699119304652863
150002,41.599198,-87.357635,17031,41.57193857244056,-87.52522203655695,8.860711923710628
150002,41.599198,-87.357635,17031,41.55553490587026,-87.52540604061423,9.178602694012552
150002,41.599198,-87.357635,17031,41.53912516651777,-87.52540480797968,9.611795220741996
150002,41.599198,-87.357635,17031,41.52272075604442,-87.52503907977609,10.137345925926775
150002,41.599198,-87.357635,17031,41.506325575630925,-87.52518743688805,10.777977684037001
150002,41.599198,-87.357635,17031,41.48992545045837,-87.5254056419969,11.49768654158873
150002,41.599198,-87.357635,17031,41.47356400513371,-87.52558918640295,12.276731608460919
150002,41.599198,-87.357635,17031,41.47015843549671,-87.54356547247022,13.109821266325456
150002,41.599198,-87.357635,17031,41.47001985075893,-87.56580307057784,13.980986067539668
150002,41.599198,-87.357635,17031,41.47001999478376,-87.58804546702386,14.884469277944646
150002,41.599198,-87.357635,17031,41.46988151155701,-87.61020644618937,15.82193048282019
150002,41.599198,-87.357635,17031,41.46974291162894,-87.63243299945766,16.788157936924286
150002,41.599198,-87.357635,17031,41.4697429727037,-87.65467236423802,17.77192369238612
150002,41.599198,-87.357635,17031,41.469658477310745,-87.67690244735401,18.77694904533883
150002,41.599198,-87.357635,17031,41.46960380266442,-87.69905136353167,19.79301962660114
150002,41.599198,-87.357635,17031,41.46974311001137,-87.72126968578146,20.819958168265455
150002,41.599198,-87.357635,17031,41.46974244002087,-87.74351046205463,21.864062062820455
150002,41.599198,-87.357635,17031,41.46974253973921,-87.76575069403792,22.91825614433494
150002,41.599198,-87.357635,17031,41.46988143643666,-87.78798834127467,23.97753237438293
150002,41.599198,-87.357635,17031,41.48461029847447,-87.79021265295488,23.723398737987626
150002,41.599198,-87.357635,17031,41.50101555129858,-87.79039592939043,23.376113263240143
150002,41.599198,-87.357635,17031,41.51742337328951,-87.79039635368325,23.070086232248553
150002,41.599198,-87.357635,17031,41.53383266544364,-87.79039664279435,22.81628320518641
150002,41.599198,-87.357635,17031,41.547135474565934,-87.79246658483076,22.755705496379495
150002,41.599198,-87.357635,17031,41.558489371637044,-87.79959728398316,23.008690106991327
150002,41.599198,-87.357635,17031,41.558096974295836,-87.8218254207118,24.152258984130246
150002,41.599198,-87.357635,17031,41.55781969146416,-87.84406148006053,25.29580411079481
150002,41.599198,-87.357635,17031,41.55740873043398,-87.86626363605107,26.439132124300727
150002,41.599198,-87.357635,17031,41.55705511050042,-87.88850569499195,27.58444368393865
150002,41.599198,-87.357635,17031,41.55753726813908,-87.90943088017163,28.656377787790678
150002,41.599198,-87.357635,17031,41.57387750447373,-87.90979808622347,28.58045486801648
150002,41.599198,-87.357635,17031,41.59027241080607,-87.9103467402029,28.558266185099725
150002,41.599198,-87.357635,17031,41.60657658612391,-87.91071227748805,28.57143063092111
150002,41.599198,-87.357635,17031,41.622817748612206,-87.91126194444327,28.638186335126502
150002,41.599198,-87.357635,17031,41.63917653806702,-87.91181246810349,28.749407287288125
150002,41.599198,-87.357635,17031,41.64358400247079,-87.92777630444543,29.59901706744426
150002,41.599198,-87.357635,17031,41.64313472472283,-87.95005998271607,30.740720690595168
150002,41.599198,-87.357635,17031,41.64270627018242,-87.97232003082476,31.88202755659303
150002,41.599198,-87.357635,17031,41.64218501107476,-87.99457739133938,33.02324640437187
150002,41.599198,-87.357635,17031,41.641735426966406,-88.01667594350168,34.15729814798255
150002,41.599198,-87.357635,17031,41.649713862986516,-88.02791728095568,34.78446441197875
150002,41.599198,-87.357635,17031,41.6660282811275,-88.02865026502339,34.94867982788812
150002,41.599198,-87.357635,17031,41.68229939980707,-88.02901613324998,35.12912340986663
150002,41.599198,-87.357635,17037,41.71954822183391,-88.60185099402905,64.7438884805244
150002,41.599198,-87.357635,17037,41.75716218820898,-88.60203427511172,65.11927816341641
150002,41.599198,-87.357635,17037,41.7947766233801,-88.6022858304591,65.5989388865319
150002,41.599198,-87.357635,17037,41.83234078726853,-88.60221597033403,66.16028717657476
150002,41.599198,-87.357635,17037,41.86990258472103,-88.60166725016677,66.79400205057664
150002,41.599198,-87.357635,17037,41.907503380725075,-88.6013007190751,67.53130459425562
150002,41.599198,-87.357635,17037,41.94512883474532,-88.6013018658278,68.37774049373891
150002,41.599198,-87.357635,17037,41.98275138210214,-88.60130035591183,69.31113471297763
150002,41.599198,-87.357635,17037,42.0203790065635,-88.60154735778218,70.34000034571756
150002,41.599198,-87.357635,17037,42.05800709284443,-88.60185028927049,71.4512156371257
150002,41.599198,-87.357635,17037,42.08558357487675,-88.58829888978858,71.68722226392524
150002,41.599198,-87.357635,17037,42.12275866435854,-88.58848177467902,72.9180303615848
150002,41.599198,-87.357635,17037,42.15352206985182,-88.59750662768829,74.37934281442499
