,ccn,ccn_lat,ccn_lng,county,county_border_lat,county_border_lng,distance,driving_dist
0,310038,40.49588920000001,-74.44855989999998,36119,40.99720456915639,-73.89397161452366,45.18108321568186,57.5 mi
1,310038,40.49588920000001,-74.44855989999998,36119,41.02318986963047,-73.89005727798938,46.695334773039285,60.6 mi
2,310038,40.49588920000001,-74.44855989999998,36119,41.049247563091825,-73.89140569602341,48.06615420599162,57.5 mi
3,310038,40.49588920000001,-74.44855989999998,36119,41.07519815532912,-73.89471858901301,49.39833352392332,64.8 mi
4,310038,40.49588920000001,-74.44855989999998,36119,41.10128395787536,-73.89242283340892,50.934065974103135,62.1 mi
5,310038,40.49588920000001,-74.44855989999998,36119,41.12724554237408,-73.88783395204489,52.54661145846684,68.3 mi
6,310038,40.49588920000001,-74.44855989999998,36119,41.152449336107274,-73.89407374879647,53.820822637417365,63.9 mi
7,310038,40.49588920000001,-74.44855989999998,36119,41.173388595487424,-73.91403218003549,54.500754915705365,63.9 mi
8,310038,40.49588920000001,-74.44855989999998,36119,41.197700296646964,-73.9270413341698,55.610528536123546,64.3 mi
9,310038,40.49588920000001,-74.44855989999998,36119,41.220099163614506,-73.94515532465138,56.515547340661755,71.5 mi
10,310038,40.49588920000001,-74.44855989999998,36119,41.241601299159996,-73.96122520282276,57.45558087131307,71.9 mi
11,310038,40.49588920000001,-74.44855989999998,36119,41.26397640204225,-73.96911390865044,58.666251382216814,71.8 mi
12,310038,40.49588920000001,-74.44855989999998,36119,41.28454190995602,-73.94745620856094,60.433299672832916,81.4 mi
13,310038,40.49588920000001,-74.44855989999998,36119,41.30236319174844,-73.96760366548558,61.10398638035952,82.5 mi
14,310038,40.49588920000001,-74.44855989999998,36119,41.322174783028935,-73.9790687612768,62.114001124840975,76.3 mi
15,310038,40.49588920000001,-74.44855989999998,36119,41.32591266943373,-73.9440088602656,63.09282311075403,79.0 mi
16,310038,40.49588920000001,-74.44855989999998,36119,41.329392644712335,-73.90901834437824,64.09233817313871,82.6 mi
17,310038,40.49588920000001,-74.44855989999998,36119,41.332962907330604,-73.87424965671664,65.12874287220151,85.9 mi
18,310038,40.49588920000001,-74.44855989999998,36119,41.33652117068842,-73.83916625266886,66.20667512637367,84.0 mi
19,310038,40.49588920000001,-74.44855989999998,36119,41.33998214656172,-73.8041043206249,67.3116010848732,83.1 mi
20,310038,40.49588920000001,-74.44855989999998,36119,41.34365879378678,-73.76911111529796,68.45921734537248,85.6 mi
21,310038,40.49588920000001,-74.44855989999998,36119,41.347345927780474,-73.73417537374795,69.6356528801941,85.8 mi
22,310038,40.49588920000001,-74.44855989999998,36119,41.350958821088035,-73.6991217416912,70.83942635268332,85.6 mi
23,310038,40.49588920000001,-74.44855989999998,36119,41.35473804650954,-73.66406545735494,72.07979447659937,90.0 mi
24,310038,40.49588920000001,-74.44855989999998,36119,41.358115823178395,-73.62897164557248,73.3243288232814,89.3 mi
25,310038,40.49588920000001,-74.44855989999998,36119,41.361322209651604,-73.5937886244518,74.58701816274791,91.5 mi
26,310038,40.49588920000001,-74.44855989999998,36119,41.36502130476053,-73.55874150642984,75.89613585953502,96.4 mi
27,310038,40.49588920000001,-74.44855989999998,36119,41.35065179986585,-73.54636571167528,75.51763268700809,94.3 mi
28,310038,40.49588920000001,-74.44855989999998,36119,41.324550310038106,-73.54913455627805,74.0307986052601,92.7 mi
